amount,payment_status,payment_method,device_type,product_category,location,timestamp,cart_abandoned,refund_requested,retry_count,checkout_duration,discount_given,discount_requested,negotiation_started,negotiation_rounds,final_order_status,failure_reason,order_id,customer_id,merchant_id,event_id,refund_status
902.0,SUCCESS,Net Banking,Android,Fashion,Bangalore,2026-08-22 19:32:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000017,cust_0017,merchant_upload,evt_000017,NONE
6681.0,SUCCESS,Debit Card,iOS,Beauty,Delhi,2026-08-22 19:34:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000018,cust_0018,merchant_upload,evt_000018,NONE
16687.0,SUCCESS,Credit Card,iOS,Luxury & Watches,Bangalore,2026-08-22 19:36:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000019,cust_0019,merchant_upload,evt_000019,NONE
1620.0,SUCCESS,Credit Card,Android,Luxury & Watches,Delhi,2026-08-22 19:38:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000020,cust_0020,merchant_upload,evt_000020,NONE
9115.0,SUCCESS,EMI,Android,Luxury & Watches,Mumbai,2026-08-22 19:40:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000021,cust_0021,merchant_upload,evt_000021,NONE
1371.0,SUCCESS,Net Banking,iOS,Electronics,Bangalore,2026-08-22 19:42:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000022,cust_0022,merchant_upload,evt_000022,NONE
5905.0,SUCCESS,Credit Card,iOS,Luxury & Watches,Pune,2026-08-22 19:44:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000023,cust_0023,merchant_upload,evt_000023,NONE
1060.0,SUCCESS,UPI,Android,Home,Bangalore,2026-08-22 19:46:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000024,cust_0024,merchant_upload,evt_000024,NONE
3994.0,SUCCESS,Credit Card,iOS,Luxury & Watches,Hyderabad,2026-08-22 19:48:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000025,cust_0025,merchant_upload,evt_000025,NONE
4256.0,SUCCESS,EMI,iOS,Luxury & Watches,Mumbai,2026-08-22 19:50:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000026,cust_0026,merchant_upload,evt_000026,NONE
3368.0,SUCCESS,Credit Card,Desktop,Fashion,Hyderabad,2026-08-22 19:52:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000027,cust_0027,merchant_upload,evt_000027,REQUESTED
5077.0,SUCCESS,Debit Card,Android,Fashion,Pune,2026-08-22 19:54:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000028,cust_0028,merchant_upload,evt_000028,REQUESTED
2477.0,SUCCESS,Credit Card,Android,Beauty,Delhi,2026-08-22 19:56:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000029,cust_0029,merchant_upload,evt_000029,NONE
5369.0,SUCCESS,EMI,Desktop,Luxury & Watches,Delhi,2026-08-22 19:58:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000030,cust_0030,merchant_upload,evt_000030,NONE
8956.0,SUCCESS,Debit Card,Desktop,Beauty,Pune,2026-08-22 20:00:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000031,cust_0031,merchant_upload,evt_000031,NONE
6077.0,SUCCESS,Debit Card,iOS,Fashion,Bangalore,2026-08-22 20:02:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000032,cust_0032,merchant_upload,evt_000032,NONE
10234.0,SUCCESS,UPI,Desktop,Fashion,Mumbai,2026-08-22 20:04:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000033,cust_0033,merchant_upload,evt_000033,REQUESTED
4975.0,SUCCESS,EMI,Android,Beauty,Pune,2026-08-22 20:06:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000034,cust_0034,merchant_upload,evt_000034,NONE
10005.0,SUCCESS,UPI,Desktop,Luxury & Watches,Hyderabad,2026-08-22 20:08:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000035,cust_0035,merchant_upload,evt_000035,NONE
11535.0,SUCCESS,Net Banking,iOS,Beauty,Bangalore,2026-08-22 20:10:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000036,cust_0036,merchant_upload,evt_000036,NONE
17653.0,FAILED,Debit Card,iOS,Luxury & Watches,Bangalore,2026-08-22 20:12:30.850064,False,False,0,60,0.0,0.0,False,0,FAILED,,ord_000037,cust_0037,merchant_upload,evt_000037,NONE
997.0,SUCCESS,EMI,Android,Home,Bangalore,2026-08-22 20:14:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000038,cust_0038,merchant_upload,evt_000038,NONE
4146.0,SUCCESS,Net Banking,Desktop,Home,Hyderabad,2026-08-22 20:16:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000039,cust_0039,merchant_upload,evt_000039,NONE
9593.0,SUCCESS,Net Banking,Android,Home,Delhi,2026-08-22 20:18:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000040,cust_0040,merchant_upload,evt_000040,NONE
7614.0,SUCCESS,Credit Card,Android,Beauty,Bangalore,2026-08-22 20:20:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000041,cust_0041,merchant_upload,evt_000041,NONE
706.0,SUCCESS,EMI,iOS,Luxury & Watches,Delhi,2026-08-22 20:22:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000042,cust_0042,merchant_upload,evt_000042,NONE
1557.0,SUCCESS,UPI,Android,Home,Bangalore,2026-08-22 20:24:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000043,cust_0043,merchant_upload,evt_000043,NONE
4054.0,SUCCESS,Debit Card,Desktop,Beauty,Bangalore,2026-08-22 20:26:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000044,cust_0044,merchant_upload,evt_000044,NONE
16927.0,SUCCESS,Net Banking,iOS,Beauty,Hyderabad,2026-08-22 20:28:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000045,cust_0045,merchant_upload,evt_000045,NONE
1604.0,FAILED,UPI,Desktop,Fashion,Bangalore,2026-08-22 20:30:30.850064,False,False,0,60,0.0,0.0,False,0,FAILED,,ord_000046,cust_0046,merchant_upload,evt_000046,NONE
1727.0,SUCCESS,Debit Card,iOS,Fashion,Delhi,2026-08-22 20:32:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000047,cust_0047,merchant_upload,evt_000047,NONE
1212.0,SUCCESS,EMI,Desktop,Electronics,Bangalore,2026-08-22 20:34:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000048,cust_0048,merchant_upload,evt_000048,NONE
3065.0,SUCCESS,Debit Card,iOS,Electronics,Mumbai,2026-08-22 20:36:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000049,cust_0049,merchant_upload,evt_000049,NONE
6540.0,SUCCESS,Credit Card,Android,Home,Mumbai,2026-08-22 20:38:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000050,cust_0050,merchant_upload,evt_000050,NONE
5856.0,SUCCESS,Credit Card,Android,Home,Hyderabad,2026-08-22 20:40:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000051,cust_0051,merchant_upload,evt_000051,NONE
3465.0,SUCCESS,Net Banking,iOS,Electronics,Hyderabad,2026-08-22 20:42:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000052,cust_0052,merchant_upload,evt_000052,NONE
3509.0,FAILED,EMI,iOS,Home,Pune,2026-08-22 20:44:30.850064,False,False,0,60,0.0,0.0,False,0,FAILED,,ord_000053,cust_0053,merchant_upload,evt_000053,NONE
15104.0,SUCCESS,EMI,Desktop,Electronics,Pune,2026-08-22 20:46:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000054,cust_0054,merchant_upload,evt_000054,NONE
3916.0,SUCCESS,EMI,Desktop,Beauty,Mumbai,2026-08-22 20:48:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000055,cust_0055,merchant_upload,evt_000055,NONE
6398.0,SUCCESS,UPI,Android,Electronics,Delhi,2026-08-22 20:50:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000056,cust_0056,merchant_upload,evt_000056,NONE
14489.0,SUCCESS,Debit Card,Desktop,Beauty,Delhi,2026-08-22 20:52:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000057,cust_0057,merchant_upload,evt_000057,NONE
695.0,SUCCESS,Net Banking,Android,Luxury & Watches,Mumbai,2026-08-22 20:54:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000058,cust_0058,merchant_upload,evt_000058,NONE
1568.0,SUCCESS,Debit Card,iOS,Fashion,Mumbai,2026-08-22 20:56:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000059,cust_0059,merchant_upload,evt_000059,REQUESTED
17778.0,SUCCESS,Debit Card,iOS,Beauty,Bangalore,2026-08-22 20:58:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000060,cust_0060,merchant_upload,evt_000060,NONE
7601.0,SUCCESS,Net Banking,Android,Fashion,Pune,2026-08-22 21:00:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000061,cust_0061,merchant_upload,evt_000061,NONE
11483.0,FAILED,Net Banking,iOS,Electronics,Hyderabad,2026-08-22 21:02:30.850064,False,False,0,60,0.0,0.0,False,0,FAILED,,ord_000062,cust_0062,merchant_upload,evt_000062,NONE
6669.0,SUCCESS,Net Banking,Desktop,Fashion,Hyderabad,2026-08-22 21:04:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000063,cust_0063,merchant_upload,evt_000063,NONE
1852.0,SUCCESS,UPI,Desktop,Electronics,Bangalore,2026-08-22 21:06:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000064,cust_0064,merchant_upload,evt_000064,NONE
2278.0,SUCCESS,EMI,Android,Fashion,Pune,2026-08-22 21:08:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000065,cust_0065,merchant_upload,evt_000065,NONE
6708.0,SUCCESS,Net Banking,Android,Luxury & Watches,Bangalore,2026-08-22 21:10:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000066,cust_0066,merchant_upload,evt_000066,NONE
1987.0,SUCCESS,EMI,Desktop,Electronics,Mumbai,2026-08-22 21:12:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000067,cust_0067,merchant_upload,evt_000067,NONE
2782.0,SUCCESS,Credit Card,Android,Beauty,Hyderabad,2026-08-22 21:14:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000068,cust_0068,merchant_upload,evt_000068,NONE
10041.0,SUCCESS,Credit Card,iOS,Luxury & Watches,Pune,2026-08-22 21:16:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000069,cust_0069,merchant_upload,evt_000069,NONE
1553.0,SUCCESS,Net Banking,Desktop,Home,Mumbai,2026-08-22 21:18:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000070,cust_0070,merchant_upload,evt_000070,NONE
1464.0,SUCCESS,Debit Card,Desktop,Beauty,Bangalore,2026-08-22 21:20:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000071,cust_0071,merchant_upload,evt_000071,NONE
13927.0,SUCCESS,Net Banking,Android,Electronics,Mumbai,2026-08-22 21:22:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000072,cust_0072,merchant_upload,evt_000072,NONE
13913.0,SUCCESS,Net Banking,iOS,Beauty,Mumbai,2026-08-22 21:24:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000073,cust_0073,merchant_upload,evt_000073,NONE
2441.0,SUCCESS,Credit Card,Android,Fashion,Bangalore,2026-08-22 21:26:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000074,cust_0074,merchant_upload,evt_000074,REQUESTED
4167.0,SUCCESS,Credit Card,iOS,Fashion,Hyderabad,2026-08-22 21:28:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000075,cust_0075,merchant_upload,evt_000075,NONE
11704.0,SUCCESS,Debit Card,iOS,Fashion,Pune,2026-08-22 21:30:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000076,cust_0076,merchant_upload,evt_000076,NONE
1499.0,SUCCESS,EMI,Android,Beauty,Pune,2026-08-22 21:32:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000077,cust_0077,merchant_upload,evt_000077,NONE
11175.0,SUCCESS,UPI,iOS,Home,Bangalore,2026-08-22 21:34:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000078,cust_0078,merchant_upload,evt_000078,NONE
3305.0,SUCCESS,UPI,Android,Luxury & Watches,Delhi,2026-08-22 21:36:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000079,cust_0079,merchant_upload,evt_000079,NONE
6243.0,SUCCESS,EMI,Android,Electronics,Bangalore,2026-08-22 21:38:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000080,cust_0080,merchant_upload,evt_000080,NONE
1595.0,SUCCESS,UPI,Desktop,Luxury & Watches,Delhi,2026-08-22 21:40:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000081,cust_0081,merchant_upload,evt_000081,NONE
813.0,SUCCESS,Debit Card,Desktop,Home,Mumbai,2026-08-22 21:42:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000082,cust_0082,merchant_upload,evt_000082,NONE
1357.0,SUCCESS,EMI,Android,Home,Mumbai,2026-08-22 21:44:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000083,cust_0083,merchant_upload,evt_000083,NONE
6841.0,SUCCESS,Credit Card,iOS,Fashion,Hyderabad,2026-08-22 21:46:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000084,cust_0084,merchant_upload,evt_000084,REQUESTED
5071.0,SUCCESS,EMI,Android,Beauty,Hyderabad,2026-08-22 21:48:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000085,cust_0085,merchant_upload,evt_000085,NONE
10552.0,SUCCESS,UPI,Desktop,Electronics,Pune,2026-08-22 21:50:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000086,cust_0086,merchant_upload,evt_000086,NONE
1351.0,SUCCESS,Credit Card,Android,Beauty,Mumbai,2026-08-22 21:52:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000087,cust_0087,merchant_upload,evt_000087,NONE
10580.0,SUCCESS,EMI,Android,Home,Hyderabad,2026-08-22 21:54:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000088,cust_0088,merchant_upload,evt_000088,NONE
15445.0,SUCCESS,UPI,Android,Home,Delhi,2026-08-22 21:56:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000089,cust_0089,merchant_upload,evt_000089,NONE
11700.0,SUCCESS,UPI,iOS,Beauty,Delhi,2026-08-22 21:58:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000090,cust_0090,merchant_upload,evt_000090,NONE
16563.0,SUCCESS,Credit Card,iOS,Fashion,Hyderabad,2026-08-22 22:00:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000091,cust_0091,merchant_upload,evt_000091,NONE
2757.0,SUCCESS,Net Banking,Desktop,Fashion,Pune,2026-08-22 22:02:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000092,cust_0092,merchant_upload,evt_000092,REQUESTED
4133.0,SUCCESS,Net Banking,iOS,Electronics,Pune,2026-08-22 22:04:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000093,cust_0093,merchant_upload,evt_000093,NONE
6733.0,SUCCESS,Credit Card,Desktop,Beauty,Mumbai,2026-08-22 22:06:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000094,cust_0094,merchant_upload,evt_000094,REQUESTED
15159.0,SUCCESS,Net Banking,Desktop,Luxury & Watches,Bangalore,2026-08-22 22:08:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000095,cust_0095,merchant_upload,evt_000095,NONE
2672.0,SUCCESS,Credit Card,Android,Home,Mumbai,2026-08-22 22:10:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000096,cust_0096,merchant_upload,evt_000096,NONE
12027.0,SUCCESS,EMI,Android,Fashion,Bangalore,2026-08-22 22:12:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000097,cust_0097,merchant_upload,evt_000097,NONE
4487.0,SUCCESS,Credit Card,Desktop,Luxury & Watches,Pune,2026-08-22 22:14:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000098,cust_0098,merchant_upload,evt_000098,NONE
3709.0,SUCCESS,UPI,iOS,Luxury & Watches,Bangalore,2026-08-22 22:16:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000099,cust_0099,merchant_upload,evt_000099,NONE
1409.0,SUCCESS,Debit Card,iOS,Fashion,Pune,2026-08-22 22:18:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000100,cust_0100,merchant_upload,evt_000100,NONE
4936.0,SUCCESS,EMI,iOS,Home,Bangalore,2026-08-22 22:20:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000101,cust_0101,merchant_upload,evt_000101,NONE
1622.0,SUCCESS,Debit Card,Desktop,Home,Mumbai,2026-08-22 22:22:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000102,cust_0102,merchant_upload,evt_000102,NONE
707.0,SUCCESS,EMI,iOS,Luxury & Watches,Pune,2026-08-22 22:24:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000103,cust_0103,merchant_upload,evt_000103,NONE
5596.0,SUCCESS,Net Banking,Android,Electronics,Hyderabad,2026-08-22 22:26:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000104,cust_0104,merchant_upload,evt_000104,NONE
14053.0,SUCCESS,EMI,Android,Home,Pune,2026-08-22 22:28:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000105,cust_0105,merchant_upload,evt_000105,NONE
16775.0,SUCCESS,Debit Card,Desktop,Beauty,Pune,2026-08-22 22:30:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000106,cust_0106,merchant_upload,evt_000106,NONE
11678.0,SUCCESS,EMI,Desktop,Beauty,Bangalore,2026-08-22 22:32:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000107,cust_0107,merchant_upload,evt_000107,REQUESTED
13347.0,FAILED,Debit Card,Android,Luxury & Watches,Hyderabad,2026-08-22 22:34:30.850064,False,False,0,60,0.0,0.0,False,0,FAILED,,ord_000108,cust_0108,merchant_upload,evt_000108,NONE
559.0,SUCCESS,Credit Card,iOS,Luxury & Watches,Pune,2026-08-22 22:36:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000109,cust_0109,merchant_upload,evt_000109,NONE
7509.0,SUCCESS,UPI,Android,Fashion,Mumbai,2026-08-22 22:38:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000110,cust_0110,merchant_upload,evt_000110,NONE
1556.0,SUCCESS,Debit Card,iOS,Fashion,Delhi,2026-08-22 22:40:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000111,cust_0111,merchant_upload,evt_000111,NONE
8630.0,SUCCESS,UPI,Android,Luxury & Watches,Pune,2026-08-22 22:42:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000112,cust_0112,merchant_upload,evt_000112,NONE
3723.0,SUCCESS,UPI,Desktop,Home,Mumbai,2026-08-22 22:44:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000113,cust_0113,merchant_upload,evt_000113,NONE
628.0,SUCCESS,Net Banking,iOS,Beauty,Delhi,2026-08-22 22:46:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000114,cust_0114,merchant_upload,evt_000114,NONE
15929.0,SUCCESS,Credit Card,iOS,Fashion,Bangalore,2026-08-22 22:48:30.850064,True,True,0,60,0.0,0.0,False,0,ABANDONED,,ord_000115,cust_0115,merchant_upload,evt_000115,REQUESTED
5019.0,SUCCESS,UPI,Desktop,Electronics,Bangalore,2026-08-22 22:50:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000116,cust_0116,merchant_upload,evt_000116,NONE
4664.0,SUCCESS,EMI,Desktop,Beauty,Mumbai,2026-08-22 22:52:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000117,cust_0117,merchant_upload,evt_000117,NONE
7557.0,SUCCESS,EMI,iOS,Luxury & Watches,Pune,2026-08-22 22:54:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000118,cust_0118,merchant_upload,evt_000118,NONE
6118.0,SUCCESS,EMI,iOS,Beauty,Bangalore,2026-08-22 22:56:30.850064,False,True,0,60,0.0,0.0,False,0,COMPLETED,,ord_000119,cust_0119,merchant_upload,evt_000119,REQUESTED
12213.0,SUCCESS,UPI,Desktop,Beauty,Pune,2026-08-22 22:58:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000120,cust_0120,merchant_upload,evt_000120,NONE
3372.0,SUCCESS,Net Banking,Desktop,Beauty,Hyderabad,2026-08-22 23:00:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000121,cust_0121,merchant_upload,evt_000121,NONE
5373.0,FAILED,UPI,iOS,Home,Pune,2026-08-22 23:02:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000122,cust_0122,merchant_upload,evt_000122,NONE
1606.0,SUCCESS,Debit Card,iOS,Beauty,Pune,2026-08-22 23:04:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000123,cust_0123,merchant_upload,evt_000123,NONE
504.0,SUCCESS,UPI,Android,Electronics,Delhi,2026-08-22 23:06:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000124,cust_0124,merchant_upload,evt_000124,NONE
8689.0,FAILED,EMI,Desktop,Luxury & Watches,Hyderabad,2026-08-22 23:08:30.850064,False,False,0,60,0.0,0.0,False,0,FAILED,,ord_000125,cust_0125,merchant_upload,evt_000125,NONE
969.0,SUCCESS,UPI,Desktop,Home,Delhi,2026-08-22 23:10:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000126,cust_0126,merchant_upload,evt_000126,NONE
4851.0,SUCCESS,EMI,Desktop,Home,Mumbai,2026-08-22 23:12:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000127,cust_0127,merchant_upload,evt_000127,NONE
9703.0,SUCCESS,Net Banking,Desktop,Fashion,Delhi,2026-08-22 23:14:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000128,cust_0128,merchant_upload,evt_000128,NONE
3703.0,SUCCESS,UPI,Android,Home,Mumbai,2026-08-22 23:16:30.850064,False,False,0,60,0.0,0.0,False,0,COMPLETED,,ord_000129,cust_0129,merchant_upload,evt_000129,NONE
808.0,SUCCESS,Debit Card,Android,Fashion,Mumbai,2026-08-22 23:18:30.850064,True,False,0,60,0.0,0.0,False,0,ABANDONED,,ord_000130,cust_0130,merchant_upload,evt_000130,NONE
